YEAR	DATE	TIME	Hour	STREET1	STREET2	OFFSET	ROAD_CLASS	District	LATITUDE	LONGITUDE	LOCCOORD	ACCLOC	TRAFFCTL	VISIBILITY	LIGHT	RDSFCOND	ACCLASS	IMPACTYPE	INVTYPE	INVAGE	INJURY	FATAL_NO	INITDIR	VEHTYPE	MANOEUVER	DRIVACT	DRIVCOND	PEDTYPE	PEDACT	PEDCOND	CYCLISTYPE	CYCACT	CYCCOND	PEDESTRIAN	CYCLIST	AUTOMOBILE	MOTORCYCLE	TRUCK	TRSN_CITY_VEH	EMERG_VEH	PASSENGER	SPEEDING	AG_DRIV	REDLIGHT	ALCOHOL	DISABILITY	Division
2015	2015-08-24T04:00:00.000Z	1325	13	STEELES AVE W	TORRESDALE AVE	1 m East of	Major Arterial	North York	43.790801	-79.453021	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	85 to 89	Fatal	39	Unknown	 	 	 	 	Vehicle is going straight thru inter.while ped cross without ROW	Crossing without right of way	Medical or Physical Disability	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	32
2015	2015-07-26T04:00:00.000Z	1328	13	6486 KINGSTON RD	 	15 m West of	Minor Arterial	Scarborough	43.792666	-79.155994	Mid-Block	Non Intersection	No Control	Clear	Daylight	Dry	Fatal	Turning Movement	Motorcycle Driver	30 to 34	Fatal	35	East	Motorcycle	Going Ahead	Exceeding Speed Limit	Normal	 	 	 	 	 	 	 	 	Yes	Yes	 		 	Yes	Yes	Yes	 	 	 	43
2009	2009-04-20T04:00:00.000Z	1330	13	RONCESVALLES AVE	HIGH PARK BLVD	 	Minor Arterial	Toronto and East York	43.646327	-79.449046	Intersection	 	Traffic Signal	Rain	Daylight	Wet	Fatal	Pedestrian Collisions	Pedestrian	85 to 89	Fatal	13	West	Other	 	 	 	Vehicle turns left while ped crosses with ROW at inter.	Crossing with right of way	Normal	 	 	 	Yes	 	 	 	 		 	 	 	Yes	 	 	 	11
2016	2016-12-01T05:00:00.000Z	1335	13	COSBURN AVE	CEDARVALE AVE	 	Collector	Toronto and East York	43.696753	-79.315616	Intersection	At Intersection	Pedestrian Crossover	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	65 to 69	Fatal	75	North	 	 	 	 	Pedestrian hit a PXO/ped. Mid-block signal	"Crossing, Pedestrian Crossover"	Normal	 	 	 	Yes	 	Yes	 	 		 	 	 	Yes	 	 	 	54
2008	2008-07-14T04:00:00.000Z	1337	13	DANFORTH AVE	COXWELL AVE	 	Major Arterial	Toronto and East York	43.683345	-79.32359	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	50 to 54	Fatal	33	North	Other	 	 	 	Vehicle is going straight thru inter.while ped cross with ROW	Crossing with right of way	Normal	 	 	 	Yes	 	Yes	 	 		 	Yes	Yes	Yes	 	 	Yes	"54,55"
2008	2008-07-04T04:00:00.000Z	1345	13	EGLINTON AVE E	BARBADOS BLVD	 	Major Arterial	Scarborough	43.737945	-79.24239	Mid-Block	 	No Control	Clear	Daylight	Dry	Fatal	Approaching	Driver	80 to 84	Fatal	29	East	"Automobile, Station Wagon"	Going Ahead	Lost control	Unknown	 	 	 	 	 	 	 	 	Yes	 	 		 	 	Yes	Yes	 	 	 	43
2012	2012-01-12T05:00:00.000Z	558	5	NEILSON RD	FINCH AVE E	 	Minor Arterial	Scarborough	43.816245	-79.22759	Intersection	 	Traffic Signal	Rain	"Dark, artificial"	Wet	Fatal	Pedestrian Collisions	Pedestrian	40 to 44	Fatal	2	West	Other	 	 	 	Vehicle turns left while ped crosses with ROW at inter.	Crossing with right of way	Unknown	 	 	 	Yes	 	Yes	 	 		 	Yes	 	Yes	 	 	 	42
2013	2013-11-29T05:00:00.000Z	558	5	1491 LAKE SHORE BLVD W	 	 	Major Arterial	Toronto and East York	43.637614	-79.447742	Mid-Block	 	No Control	Clear	"Dawn, artificial"	Dry	Fatal	SMV Other	Driver	25 to 29	Fatal	58	East	"Automobile, Station Wagon"	Going Ahead	Lost control	Unknown	 	 	 	 	 	 	 	 	Yes	 	 		 	 	Yes	Yes	 	 	 	11
2018	2018-06-14T04:00:00.000Z	558	5	ST CLAIR AVE E	DANFORTH RD	 	Major Arterial	Scarborough	43.716773	-79.259883	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Dry	Fatal	Turning Movement	Motorcycle Driver	55 to 59	Fatal	33	West	Motorcycle	Going Ahead	Driving Properly	Unknown	 	 	 	 	 	 	 	 	Yes	Yes	 		 	 	 	Yes	 	 	 	41
2010	2010-04-13T04:00:00.000Z	559	5	STEELES AVE E	BIRCHMOUNT RD	 	Major Arterial	Scarborough	43.821345	-79.31689	Intersection	At Intersection	Traffic Signal	Clear	Dawn	Dry	Fatal	Angle	Passenger	70 to 74	Fatal	16	 	Other	 	 	 	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	 	Yes	Yes	 	Yes	42
2014	2014-11-09T05:00:00.000Z	559	5	KIPLING AVE	WESTHUMBER BLVD	 	Major Arterial	Etobicoke York	43.728129	-79.574641	Intersection	At Intersection	Traffic Signal	Clear	"Dark, artificial"	Dry	Fatal	Angle	Passenger	20 to 24	Fatal	40	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	 	Yes	Yes	 	 	23
2014	2014-11-21T05:00:00.000Z	600	6	FINCH AVE W	DRIFTWOOD AVE	 	Major Arterial	Etobicoke York	43.758048	-79.513431	Intersection	At Intersection	Traffic Signal	Clear	"Dawn, artificial"	Dry	Fatal	Pedestrian Collisions	Pedestrian	60 to 64	Fatal	41	North	 	 	 	 	Vehicle is going straight thru inter.while ped cross without ROW	Crossing without right of way	Unknown	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	31
2015	2015-11-24T05:00:00.000Z	603	6	MCCOWAN RD	KENHATCH BLVD	 	Major Arterial	Scarborough	43.801421	-79.263774	Intersection	At Intersection	Traffic Signal	Snow	Dark	Wet	Fatal	Pedestrian Collisions	Pedestrian	25 to 29	Fatal	57	Unknown	 	 	 	 	Vehicle is going straight thru inter.while ped cross with ROW	Crossing with right of way	Normal	 	 	 	Yes	 	Yes	 	 		 	 	Yes	Yes	Yes	 	 	42
2011	2011-08-16T04:00:00.000Z	606	6	374 BROCK AVE	PUBLIC LANE	 	Laneway	Toronto and East York	43.652745	-79.43739	"Park, Private Property, Public Lane"	 	No Control	Clear	Daylight	Dry	Fatal	SMV Other	Driver	55 to 59	Fatal	20	North	"Automobile, Station Wagon"	Reversing	Other	Normal	 	 	 	 	 	 	 	 	Yes	 	 		 	 	 	 	 	 	 	11
2014	2014-05-21T04:00:00.000Z	610	6	HIGHWAY 27  S	BELFIELD RD	 	Major Arterial	Etobicoke York	43.699229	-79.587123	Intersection	 	Traffic Signal	Clear	Daylight	Dry	Fatal	Rear End	Driver	40 to 44	Fatal	10	South	"Automobile, Station Wagon"	Stopped	Driving Properly	Normal	 	 	 	 	 	 	 	 	Yes	 	 		 	 	 	 	 	 	 	23
2015	2015-09-18T04:00:00.000Z	610	6	QUEEN ST E	HILTZ AVE	5 m West of	Minor Arterial	Toronto and East York	43.664164	-79.326206	Intersection	Non Intersection	No Control	Clear	Dark	Dry	Fatal	Approaching	Motorcycle Driver	35 to 39	Fatal	43	East	Motorcycle	Going Ahead	Lost control	Inattentive	 	 	 	 	 	 	 	 	 	Yes	 		 	 	 	 	 	 	 	55
2013	2013-06-16T04:00:00.000Z	616	6	JOE SHUSTER  WAY	KING ST W	 	Local	Toronto and East York	43.640547	-79.423999	Mid-Block	 	No Control	Rain	Daylight	Wet	Fatal	SMV Other	Driver	40 to 44	Fatal	17	East	"Automobile, Station Wagon"	Going Ahead	Other	Unknown	 	 	 	 	 	 	 	 	Yes	 	 		 	 	 	 	 	 	 	14
2015	2015-01-28T05:00:00.000Z	617	6	1792 BIRCHMOUNT RD	 	 	Major Arterial	Scarborough	43.765433	-79.291316	Mid-Block	 	No Control	Clear	Dark	Dry	Fatal	Pedestrian Collisions	Pedestrian	55 to 59	Fatal	3	West	 	 	 	 	Pedestrian hit at mid-block	"Crossing, no Traffic Control"	Inattentive	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	41
2014	2014-09-10T04:00:00.000Z	620	6	OKEEFE LANE	DUNDAS SQ	 	Laneway	Toronto and East York	43.655387	-79.379863	Mid-Block	 	No Control	Clear	"Dark, artificial"	Dry	Fatal	Pedestrian Collisions	Pedestrian	25 to 29	Fatal	27	Unknown	 	 	 	 	Vehicle is reversing and hits pedestrian	Other	Had Been Drinking	 	 	 	Yes	 	 	 	Yes		 	 	 	 	 	 	 	51
2015	2015-10-06T04:00:00.000Z	621	6	MORNINGSIDE AVE	SHEPPARD AVE E	358 m North of	Major Arterial	Scarborough	43.805159	-79.20087	Mid-Block	Non Intersection	No Control	Clear	"Dawn, artificial"	Dry	Fatal	Rear End	Driver	50 to 54	Fatal	49	South	"Automobile, Station Wagon"	Going Ahead	Lost control	Unknown	 	 	 	 	 	 	 	 	Yes	 	 		 	 	 	 	 	 	 	42
2018	2018-10-01T04:00:00.000Z	622	6	THE QUEENSWAY	WINDERMERE AVE	 	Major Arterial	Toronto and East York	43.637206	-79.469287	Mid-Block	Non Intersection	No Control	Clear	Dawn	Wet	Fatal	Pedestrian Collisions	Pedestrian	50 to 54	Fatal	50	East	 	 	 	 	Pedestrian involved in a collision with transit vehicle anywhere along roadway	Walking on Roadway Against Traffic	Unknown	 	 	 	Yes	 	 	 	 		 	 	 	 	 	 	 	11
2018	2018-12-22T05:00:00.000Z	623	6	DAVENPORT  RD	HAZELTON  AVE	 	Major Arterial	Toronto and East York	43.675101	-79.394183	Mid-Block	Non Intersection	No Control	Clear	"Dawn, artificial"	Dry	Fatal	Pedestrian Collisions	Pedestrian	50 to 54	Fatal	65	Unknown	 	 	 	 	Pedestrian hit at mid-block	Other	Normal	 	 	 	Yes	 	Yes	 	 		 	 	Yes	Yes	 	 	 	53
2009	2009-11-24T05:00:00.000Z	630	6	WARDEN AVE	CATARAQUI CRES	 	Minor Arterial	Scarborough	43.702545	-79.27699	Intersection	At Intersection	No Control	Rain	Dark	Wet	Fatal	Pedestrian Collisions	Pedestrian	45 to 49	Fatal	42	East	Other	 	 	 	Pedestrian hit at mid-block	"Crossing, no Traffic Control"	Unknown	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	41
2011	2011-10-21T04:00:00.000Z	630	6	SPADINA AVE W	KING ST W	 	Major Arterial	Toronto and East York	43.645445	-79.39499	Intersection	At Intersection	Traffic Signal	Clear	Dark	Dry	Fatal	Pedestrian Collisions	Pedestrian	25 to 29	Fatal	29	East	Other	 	 	 	Other / Undefined	Walking on Roadway Against Traffic	Unknown	 	 	 	Yes	 	 	 	Yes		 	Yes	 	 	 	 	 	"14,52"
2016	2016-08-30T04:00:00.000Z	630	6	WARDEN AVE	FINCH AVE E	25M	Major Arterial	Scarborough	43.796763	-79.315753	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Dry	Fatal	Rear End	Passenger	25 to 29	Fatal	54	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	 	 	 	 	 	42
2015	2015-09-24T04:00:00.000Z	636	6	THE QUEENSWAY	GLENDALE AVE	57 m East of	Major Arterial	Toronto and East York	43.639189	-79.450557	Mid-Block	At Intersection	No Control	Clear	"Dark, artificial"	Dry	Fatal	Pedestrian Collisions	Pedestrian	75 to 79	Fatal	51	North	 	 	 	 	Pedestrian hit at mid-block	"Crossing, no Traffic Control"	Normal	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	11
2009	2009-12-24T05:00:00.000Z	640	6	MARWILL ST	ALMORE AVE	 	Local	North York	43.746845	-79.44449	Intersection	 	No Control	Clear	Dark	Dry	Fatal	Pedestrian Collisions	Pedestrian	85 to 89	Fatal	48	South	Other	 	 	 	Pedestrian hit at mid-block	Walking on Roadway with Traffic	Normal	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	32
2012	2012-11-23T05:00:00.000Z	643	6	DAVENPORT RD	LANSDOWNE AVE	 	Minor Arterial	Toronto and East York	43.671546	-79.448291	Intersection	At Intersection	Traffic Signal	Clear	"Dark, artificial"	Dry	Fatal	Cyclist Collisions	Cyclist	35 to 39	Fatal	39	North	Bicycle	Going Ahead	 	 	 	 	 	"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn."	 	 	 	Yes	Yes	 	 		 	 	 	Yes	Yes	 	 	13
2015	2015-02-16T05:00:00.000Z	644	6	KENNEDY RD	MCNICOLL AVE	 	Major Arterial	Scarborough	43.812129	-79.301936	Intersection	At Intersection	Traffic Signal	Clear	Dawn	Dry	Fatal	Pedestrian Collisions	Pedestrian	65 to 69	Fatal	6	East	 	 	 	 	Vehicle is going straight thru inter.while ped cross with ROW	Crossing with right of way	Unknown	 	 	 	Yes	 	Yes	 	 		 	 	 	Yes	Yes	 	 	42
2015	2015-03-10T04:00:00.000Z	645	6	452 MORTIMER AVE	 	 	Minor Arterial	Toronto and East York	43.689231	-79.332736	Intersection	 	No Control	Clear	"Dawn, artificial"	Wet	Fatal	Pedestrian Collisions	Pedestrian	85 to 89	Fatal	10	South	 	 	 	 	Pedestrian hit at mid-block	"Crossing, no Traffic Control"	Unknown	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	54
2018	2018-11-09T05:00:00.000Z	650	6	ELLESMERE RD	BIRCHMOUNT RD	 	Major Arterial	Scarborough	43.763327	-79.291301	Intersection	Intersection Related	No Control	Snow	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	55 to 59	Fatal	58	Unknown	 	 	 	 	Pedestrian hit on sidewalk or shoulder	On Sidewalk or Shoulder	Normal	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	41
2009	2009-03-11T04:00:00.000Z	652	6	STEELES AVE W	PINE VALLEY  DR	 	Major Arterial	Etobicoke York	43.766535	-79.564769	Intersection	At Intersection	Traffic Signal	Rain	Dark	Wet	Fatal	Pedestrian Collisions	Pedestrian	55 to 59	Fatal	7	South	Other	 	 	 	Pedestrian hit at mid-block	"Crossing, no Traffic Control"	Inattentive	 	 	 	Yes	 	 	 	Yes		 	 	 	 	 	 	 	31
2012	2012-11-01T04:00:00.000Z	652	6	LAWRENCE AVE W	CORONA ST	 	Major Arterial	North York	43.714145	-79.45329	Mid-Block	 	No Control	Rain	Dark	Wet	Fatal	Pedestrian Collisions	Pedestrian	30 to 34	Fatal	37	Unknown	Other	 	 	 	Vehicle is going straight thru inter.while ped cross without ROW	"Crossing, no Traffic Control"	Inattentive	 	 	 	Yes	 	Yes	 	 		 	Yes	 	Yes	 	 	 	"32,13"
2017	2017-09-15T04:00:00.000Z	652	6	STEELES AVE W	HIGHWAY 27  N	200 m East of	Major Arterial	Etobicoke York	43.755641	-79.61288	Mid-Block	Non Intersection	No Control	Clear	Daylight	Dry	Fatal	Turning Movement	Passenger	55 to 59	Fatal	41	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	 	Yes		 	Yes	Yes	Yes	 	 	 	23
2010	2010-01-18T05:00:00.000Z	655	6	MOUNT PLEASANT RD	EGLINTON AVE E	 	Major Arterial	Toronto and East York	43.708445	-79.39019	Intersection	At Intersection	Traffic Signal	Clear	Dark	Dry	Fatal	Pedestrian Collisions	Pedestrian	60 to 64	Fatal	4	South	Other	 	 	 	Pedestrian involved in a collision with transit vehicle anywhere along roadway	Crossing with right of way	Normal	 	 	 	Yes	 	 	 	 		 	 	 	Yes	 	 	 	53
2016	2016-06-22T04:00:00.000Z	655	6	DYNEVOR RD	KIRKNEWTON RD	 	Local	Toronto and East York	43.691016	-79.450549	Mid-Block	Non Intersection	No Control	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	65 to 69	Fatal	39	Unknown	 	 	 	 	Pedestrian hit at mid-block	Other	Normal	 	 	 	Yes	 	Yes	 	 		 	Yes	 	 	 	 	 	13
2009	2009-10-13T04:00:00.000Z	656	6	KENNEDY RD	ELLESMERE RD	 	Major Arterial	Scarborough	43.765745	-79.28109	Intersection	 	Traffic Signal	Rain	Dawn	Wet	Fatal	SMV Other	Passenger	35 to 39	Fatal	29	 	Other	 	 	 	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	 	 	 	 	 	41
2010	2010-01-20T05:00:00.000Z	700	7	DUFFERIN ST	PRESTON RD	 	Major Arterial	Toronto and East York	43.691345	-79.44849	Mid-Block	At Intersection	No Control	Clear	Dark	Dry	Fatal	Pedestrian Collisions	Pedestrian	50 to 54	Fatal	5	East	Other	 	 	 	Pedestrian hit at mid-block	Running onto Roadway	Unknown	 	 	 	Yes	 	Yes	 	 		 	Yes	 	 	 	 	 	13
2010	2010-07-31T04:00:00.000Z	700	7	GRANTBROOK ST	CHARLTON BLVD	 	Collector	North York	43.781245	-79.43289	Intersection	At Intersection	Stop Sign	Clear	Daylight	Dry	Fatal	Angle	Passenger	25 to 29	Fatal	27	 	Other	 	 	 	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	Yes	Yes	 	Yes	 	32
2011	2011-12-21T05:00:00.000Z	706	7	JANE ST	DRIFTWOOD AVE	 	Major Arterial	Etobicoke York	43.765898	-79.519672	Intersection	At Intersection	Traffic Signal	Rain	"Dark, artificial"	Wet	Fatal	Pedestrian Collisions	Pedestrian	25 to 29	Fatal	34	East	Other	 	 	 	Vehicle turns left while ped crosses with ROW at inter.	Crossing with right of way	Normal	 	 	 	Yes	 	 	 	 		 	 	 	Yes	 	 	 	31
2018	2018-09-26T04:00:00.000Z	709	7	ST CLAIR AVE E	JEANETTE ST	 	Minor Arterial	Scarborough	43.719565	-79.247051	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	60 to 64	Fatal	49	North	 	 	 	 	Vehicle is going straight thru inter.while ped cross with ROW	Crossing with right of way	Unknown	 	 	 	Yes	 	Yes	 	 		 	 	 	Yes	Yes	 	 	41
2013	2013-10-16T04:00:00.000Z	710	7	SPADINA Ave	DUNDAS St W	 	Major Arterial	Toronto and East York	43.652507	-79.397853	Mid-Block	 	No Control	Clear	Daylight	Wet	Fatal	Cyclist Collisions	Cyclist	25 to 29	Fatal	49	North	Bicycle	Going Ahead	 	 	 	 	 	Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.	Lost control	Normal	 	Yes	 	 	Yes		 	 	 	 	 	 	 	"14,52"
2016	2016-12-06T05:00:00.000Z	712	7	BATHURST ST	REINER RD	 	Major Arterial	North York	43.752669	-79.437747	Mid-Block	At Intersection	No Control	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	85 to 89	Fatal	76	East	 	 	 	 	Pedestrian hit at mid-block	"Crossing, no Traffic Control"	Unknown	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	32
2017	2017-07-31T04:00:00.000Z	713	7	SHERBOURNE ST	DUNDAS ST E	 	Major Arterial	Toronto and East York	43.658221	-79.37099	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	70 to 74	Fatal	33	Unknown	 	 	 	 	Pedestrian hit on sidewalk or shoulder	On Sidewalk or Shoulder	Normal	 	 	 	Yes	 	Yes	 	 		 	 	Yes	Yes	 	 	 	51
2009	2009-10-23T04:00:00.000Z	715	7	FINCH AVE E	BLACKBIRD GT	 	Minor Arterial	Scarborough	43.816945	-79.22429	Intersection	At Intersection	No Control	Rain	Dark	Wet	Fatal	Pedestrian Collisions	Pedestrian	60 to 64	Fatal	36	North	Other	 	 	 	Vehicle is going straight thru inter.while ped cross without ROW	"Crossing, no Traffic Control"	Inattentive	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	42
2017	2017-01-03T05:00:00.000Z	717	7	LOWER SHERBOURNE ST	THE ESPLANADE	 	Minor Arterial	Toronto and East York	43.648974	-79.367259	Intersection	At Intersection	Traffic Signal	Rain	Dark	Wet	Fatal	Pedestrian Collisions	Pedestrian	80 to 84	Fatal	1	West	 	 	 	 	Vehicle is going straight thru inter.while ped cross without ROW	Crossing without right of way	Normal	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	51
2008	2008-11-11T05:00:00.000Z	720	7	PHARMACY AVE	STEELES AVE E	 	Major Arterial	Scarborough	43.816847	-79.336452	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	55 to 59	Fatal	52	West	Other	 	 	 	Vehicle turns right while ped crosses with ROW at inter.	Crossing with right of way	Unknown	 	 	 	Yes	 	 	 	 		 	 	 	Yes	 	 	 	42
2013	2013-11-08T05:00:00.000Z	725	7	LAWRENCE AVE E	BENNETT RD	 	Minor Arterial	Scarborough	43.772868	-79.166332	Intersection	Intersection Related	Traffic Signal	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	25 to 29	Fatal	52	South	 	 	 	 	Vehicle turns left while ped crosses with ROW at inter.	Crossing with right of way	Normal	 	 	 	Yes	 	Yes	 	 		 	 	 	Yes	 	 	 	43
2014	2014-03-06T05:00:00.000Z	735	7	PRINCE EDWARD DR N	SHAND AVE	 	Collector	Etobicoke York	43.65729	-79.509113	Intersection	 	No Control	Snow	Daylight	Slush	Fatal	SMV Other	Driver	50 to 54	Fatal	6	South	"Automobile, Station Wagon"	Pulling Onto Shoulder or towardCurb	Lost control	Unknown	 	 	 	 	 	 	 	 	Yes	 	 		 	 	 	 	 	 	 	22
2015	2015-09-03T04:00:00.000Z	736	7	PARK LAWN RD	LAKE SHORE BLVD W	 	Major Arterial	Etobicoke York	43.623171	-79.481792	Mid-Block	 	No Control	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	70 to 74	Fatal	41	West	 	 	 	 	Pedestrian hit at mid-block	"Crossing, no Traffic Control"	Normal	 	 	 	Yes	 	 	 	Yes		 	 	 	 	 	 	 	22
2008	2008-05-01T04:00:00.000Z	738	7	ST CLAIR AVE E	JEANETTE ST	 	Minor Arterial	Scarborough	43.719645	-79.24709	Intersection	At Intersection	Stop Sign	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	50 to 54	Fatal	16	North	Other	 	 	 	Vehicle turns left while ped crosses without ROW at inter.	"Crossing, no Traffic Control"	Normal	 	 	 	Yes	 	 	 	Yes		 	 	 	 	 	 	 	41
2012	2012-06-14T04:00:00.000Z	738	7	ADELAIDE ST W	BRANT ST	 	Major Arterial	Toronto and East York	43.646245	-79.39819	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	30 to 34	Fatal	18	East	Other	 	 	 	Vehicle turns left while ped crosses with ROW at inter.	Crossing with right of way	Normal	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	14
2010	2010-11-19T05:00:00.000Z	744	7	LOWER SPADINA AVE	LAKE SHORE BLVD W	 	Expressway	Toronto and East York	43.638445	-79.39219	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Dry	Fatal	Cyclist Collisions	Cyclist	60 to 64	Fatal	36	East	Bicycle	Pulling Away from Shoulder or Curb	 	 	 	 	 	"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn."	Disobeyed Traffic Control	Normal	 	Yes	 	 	 		 	 	 	 	 	 	 	"14,52"
2008	2008-05-30T04:00:00.000Z	746	7	BAY ST	YORKVILLE AVE	 	Major Arterial	Toronto and East York	43.671345	-79.39019	Intersection	 	Traffic Signal	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	70 to 74	Fatal	22	East	Other	 	 	 	Pedestrian involved in a collision with transit vehicle anywhere along roadway	Crossing without right of way	Unknown	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	53
2012	2012-12-20T05:00:00.000Z	748	7	SHEPPARD AVE E	ALLANFORD RD	 	Major Arterial	Scarborough	43.782345	-79.29219	Mid-Block	 	No Control	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	65 to 69	Fatal	43	Unknown	Other	 	 	 	Pedestrian hit at mid-block	"Crossing, no Traffic Control"	Normal	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	42
2015	2015-01-25T05:00:00.000Z	756	7	COLLEGE ST	BROCK AVE	2 m West of	Minor Arterial	Toronto and East York	43.651801	-79.436343	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	55 to 59	Fatal	2	South	 	 	 	 	Vehicle turns left while ped crosses with ROW at inter.	Crossing with right of way	Medical or Physical Disability	 	 	 	Yes	 	Yes	 	 		 	 	 	Yes	 	 	 	11
2013	2013-08-19T04:00:00.000Z	759	7	ROYAL YORK RD	LAWRENCE AVE W	 	Minor Arterial	Etobicoke York	43.696154	-79.532726	Intersection	 	Traffic Signal	Clear	Daylight	Dry	Fatal	Angle	Driver	60 to 64	Fatal	33	East	"Automobile, Station Wagon"	Going Ahead	Driving Properly	Normal	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	Yes	Yes	Yes	 	 	23
2013	2013-09-03T04:00:00.000Z	800	8	SENTINEL RD	LAMBERTON BLVD	 	Collector	Etobicoke York	43.753844	-79.499591	Intersection	At Intersection	Stop Sign	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	10 to 14	Fatal	37	West	 	 	 	 	Vehicle turns left while ped crosses with ROW at inter.	Crossing with right of way	Normal	 	 	 	Yes	 	 	 	Yes		 	 	 	Yes	 	 	 	31
2018	2018-05-16T04:00:00.000Z	800	8	JONES AVE	DUNDAS ST E	 	Minor Arterial	Toronto and East York	43.666098	-79.334277	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Dry	Fatal	Cyclist Collisions	Cyclist	50 to 54	Fatal	25	West	Bicycle	Going Ahead	 	 	 	 	 	Motorist turning right on green or amber at signalized intersection strikes cyclist.	Driving Properly	Normal	 	Yes	 	 	Yes		 	 	 	Yes	 	 	 	55
2012	2012-05-07T04:00:00.000Z	801	8	STEELES AVE E	BIRCHMOUNT RD	 	Major Arterial	Scarborough	43.821345	-79.31689	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	30 to 34	Fatal	13	South	Other	 	 	 	Vehicle is going straight thru inter.while ped cross with ROW	Crossing with right of way	Normal	 	 	 	Yes	 	Yes	 	 		 	Yes	 	 	 	 	 	42
2008	2008-09-10T04:00:00.000Z	806	8	TRETHEWEY DR	TEDDER ST	 	Minor Arterial	Etobicoke York	43.697345	-79.49899	Intersection	At Intersection	No Control	Clear	Daylight	Dry	Fatal	Cyclist Collisions	Cyclist	50 to 54	Fatal	39	West	Bicycle	 	 	 	 	 	 	Motorist turned left across cyclists path.	Driving Properly	Normal	 	Yes	Yes	 	 		 	 	Yes	Yes	 	 	 	12
2014	2014-11-04T05:00:00.000Z	807	8	ORTON PARK RD	SLAN AVE	 	Minor Arterial	Scarborough	43.777968	-79.211902	Mid-Block	 	No Control	Clear	Daylight	Dry	Fatal	SMV Other	Driver	25 to 29	Fatal	37	North	"Automobile, Station Wagon"	Going Ahead	Lost control	Unknown	 	 	 	 	 	 	 	 	Yes	 	 		 	 	Yes	Yes	 	 	 	43
